student_id ,age ,GENDER,STUDY_HOURS_PER_DAY,SOCIAL_MEDIA_HOURS,netflix_hours ,PART_TIME_JOB,attendance_percentage ,SLEEP_HOURS,diet_quality ,EXERCISE_FREQUENCY,PARENTAL_EDUCATION_LEVEL,INTERNET_QUALITY,mental_health_rating ,EXTRACURRICULAR_PARTICIPATION,EXAM_SCORE,RANDOM_ID
 S1268 ,20.807768238742142, male ,ten,7.062392778878501,1.2282587794534912,No,104.69606224526476,6.272221977050227, Fair ,2.015716194203142,Bachelor,Poor,7.27577640263396,No,76.16987527031984,9749
S1269,19.322091090975174,femle,3.1,2.461678854016487,5.947842744842255,No,97.2573652022883,10.120928156558916,Good,8.592810375165719,Bachelor,Average,5.221328424442319,No,82.44722237228959,1692
 S1270 ,25.16035683290934, M ,4,-0.098987975,, Yes ,,7.115860174446432,Good,0.5065019159112616,High School,Good,4.544497366386425,Yes,59.012006081269156,8054
S1271,23.046886907340788,FEMALE,4.7,5.070631460591346,,Yes,84.56848954089017,11.396606892051174,Good,-3.25179653,, Good ,-0.734741824, No ,364.4115664971222,9385
S1272,, M ,4.8,6.809279327807766,3.7970800646338825,Yes,82.00270798517036,10.015253437253532,,,High School,Good,0.9024969007085941,No,77.9367788757927,8525
 S1273 ,23.642835739303244, M ,2.6,4.171636411210856,4.054781372127753, No ,78.87815331392744,5.279103049694051, Fair ,7.793923787352126,Bachelor, Good ,,Yes,,6453
,18.116227030461253, female ,3.2,-1.43440365,5.415775426257387, No ,83.1689879387462,-2.783350601, Fair ,0.5399427865922832, High School , Average ,2.2462088389314165,Yes,,2656
 S1275 ,22.9137541166632,MALE,3.9,7.009921482577429,3.64046105916478,No,75.13123277303593,0.38637384334180513,Fair,6.689313472169815,Bachelor,Average,,No,76.71987951396308,8362
 S1276 ,20.839652703702306,,3.1,0.17355764237003646,8.444784748705116, Yes ,82.19706575797892,4.316286870251063,Fair,8.197107096844205,,Good,0.12128794388259978,,62.83896323107985,8803
,23.53498036482999, femle ,5.9,2.762408718010294,, No ,92.55351428880306,3.484101524902117, Good ,-1.148925732,,Good,-1.580990082, No ,74.18061518853237,9675
S1278,, female ,4.2,6.370095901518521,, No ,91.84812444232034,11.339251876709211,Fair,1.5607453279741388,Master,Good,9.524638158490443,Yes,92.07000053647799,7507
S1279,21.33782551274137, F ,4.6,-5.186192016,1.8968326747102497,,89.66033932644125,6.316142748469289,Poor,2.583487335934762,High School, Good ,12.45750405202997, No ,83.85583975730688,4492
S1280,, FEMALE ,ten,2.560914590097767,1.9430103515528523,No,86.14309770451683,,,-1.539958618,Bachelor,Good,, No ,79.32626059458397,2035
S1281,19.26535981395982, F ,,4.06931232610793,1.1538258116951055,Yes,81.23232389807669,7.456155491033089, Good ,2.06902191828986,High School,Average,5.455348861110588,,86.84408288355245,6725
 S1282 ,22.114054681057652,male,3.8,-4.125987754,4.333388426000309,Yes,79.8990989406627,7.424593720896171,Fair,-0.133926718,,Good,16.51051166507704,No,79.51794786412853,3590
S1283,22.037335781518124, male ,1.6,0.5950310063304398,6.349196184698801, Yes ,74.04044486770532,12.825321198137969,Good,11.602075464795732,High School, Good ,1.0409135484307792,No,51.85393156760025,7545
S1284,15.126194326461727, male ,ten,-2.794694603,5.768094023171786,No,,11.070547977678508,Fair,2.649009453716273,, Good ,9.216840768728915,No,,4702
 S1285 ,,,,2.33692467477658,1.832169575678612,Yes,87.42541506668839,6.251011540641256, Poor ,0.3545604576819509,,Poor,2.2831165165987923,Yes,60.58768219373696,1786
S1286,17.488962264443487, female ,2.7,,-0.486269585,No,81.19429215898097,,Fair,-1.903892352,, Average ,-1.073902037,No,49.60109230569968,1881
S1287,24.370834234576748, male ,4.4,,6.839250048021848, No ,78.07079505586083,4.976341400401476,Good,9.491302075957018,High School,Poor,3.3621710667576963,Yes,76.67111305968574,6216
 S1288 ,20.426898444273444,  M  ,,0.6178272879609601,, No ,96.6683865669765,8.469550528732379,Fair,3.4129326739160915, High School , Average ,4.995491495605857,No,95.40545913144439,7480
S1289,23.526071243106504,female,ten,8.681421376577969,2.374705629826172,,75.67974924595514,,Good,2.6374019805736397, High School ,,10.456368224970424,,75.24283841879283,8425
S1290,18.74307469012188, MALE ,4,-0.804524118,-1.665622312, No ,81.64495148683504,4.779667700671008,,1.4964892431948802,, Poor ,, No ,78.06530763218376,1264
 S1291 ,18.278738906490382,femle,ten,-1.616262027,1.492404471391219, No ,92.20256600484095,2.4472292451283133,unknown,-3.433099644,Bachelor,Average,8.063672106862532,,96.4830438430391,8037
S1292,12.90942819609554, F ,3.9,-4.268611888,6.801326223661219,Yes,92.0066160494286,8.175584457570164,Good,-1.855534502,Master,,2.3189785996433376,Yes,76.99421247138969,8761
S1293,19.556449751968778,  F  ,7.4,4.4211311506150945,-0.374433059,No,,7.149998320113777,Fair,3.681475600396363,Bachelor, Good ,8.375652721836083,Yes,94.73572165339849,5860
,17.58544079166385,MALE,4.3,,-3.380935514,No,,,,, High School ,,8.979602641072272,No,90.57746811129878,9303
 S1295 ,20.49632111285738,  F  ,4.614833432816361,1.7090935522379556,3.6785640260862866,No,86.91508470573247,,Good,10.379667605554681,High School, Average ,4.460632387938402,,29.424167087500884,1922
 S1296 ,22.26062994876628,femle,4.6,2.5999718939171594,2.055415070913546,No,79.11021226867933,6.430476183715959, Fair ,, High School ,Average,10.354729475414477, No ,85.40228562207626,3811
S1297,24.750079224079943,,4.1,0.8783811819750373,-1.780108811,No,83.89948179256893,4.083207813537502,Good,5.563490181251948,Master,Average,,No,62.603092891938694,8649
S1298,21.636060151471845,female,5.4,,,No,85.26672159914608,7.152473661564532,Poor,-0.625146091, High School ,Average,2.2893498869066806,Yes,88.5975034805666,4356
,22.66378800686249, F ,4.5,2.425518413449582,-1.401041391,No,96.9843802517429,9.538845711639016,Fair,4.422994843130402,Bachelor, Average ,, No ,92.65435809155046,9763
 S1300 ,15.641512348220466,FEMALE,ten,0.3946454066934826,5.67480061540913,No,67.17619457200249,1.1697574844060261,Poor,6.838662503201435, High School ,,8.221090729574748,Yes,61.837371643268185,3099
S1301,11.84517931483881, mle ,1.7,-0.571192717,7.4890682994999285,Yes,100.5612753759004,14.038109060392985,Good,6.809924101300925, High School ,,7.588433377295822, No ,209.60752488904672,7808
S1302,14.485735148936971,female,3.2,2.8627492622476427,-0.040089606,No,83.53386182120013,8.613518227344148,,-1.403338472,High School, Poor ,6.051315414318193, No ,73.88224481551293,3856
S1303,20.016636482732967,femle,2.2,2.810036279230588,2.08512658439855,No,88.41333007889727,7.944366785042035,Good,4.201352231979087,,,4.167509362946919,No,65.7194034878327,8732
S1304,22.73703066431561,mle,2.6,4.760579238530605,4.511558052741647,No,81.26984793336143,6.413112771944514,Good,0.21469824357485257,Bachelor, Average ,-4.998088506, No ,191.8552472069134,6585
S1305,19.603738556966, F ,4.4,9.192612371659347,2.2730224067122644, No ,76.12932780094833,6.188025126553112,Fair,4.471177858089938, High School ,Good,10.100270801790401,Yes,89.7655872031709,2471
S1306,25.733835408080814, F ,6,2.767127083978068,1.6963673343678751,No,87.3395455265471,7.028896918604001,unknown,6.103610013032038,,,11.953331100324943, No ,100.81003118559818,5221
S1307,20.731296500404824,,4.1,3.044226634298831,2.4309335400675423, Yes ,95.86776362981178,12.917138319491551,Fair,2.736658426813064,,Good,, No ,79.56301616383223,3778
S1308,20.53564706438344, M ,1.7,-1.125885655,1.1970613538127832,No,95.83867811456723,1.9843623195664994,Fair,6.4933411690007805,Master, Good ,1.825546232922254, Yes ,61.10088631136118,2465
S1309,20.967848318802147,,4.2,-2.123450232,2.056676073012872,No,84.77369326210521,5.801168940418849,Fair,5.3299514015716465,High School,Good,1.76858077058481,Yes,76.87717778996571,6586
S1310,20.49499760471197, Other ,5.3,-0.345541282,5.232608564589052,No,77.67287133390639,8.416760279796295,unknown,5.014756247845283,Master, Average ,7.768438810214733,No,96.4795369325809,2990
 S1311 ,20.567652226961105,female,,3.9326788895464313,, Yes ,64.9095686059764,11.307827277925654,,6.822660419103037,,Average,11.234836326355278,No,64.10178535046481,4383
S1312,18.232920525969618,male,ten,2.428595847800853,,No,84.16163965180843,10.426585161589223,,10.182418716764799,Master,Average,5.652054935856946,No,72.11837515644032,4236
S1313,,FEMALE,3.5,-0.480125451,,No,86.075821435596,2.3191181408914936,Good,-0.910619776,High School,,5.125200462831819, No ,90.56107546172512,5554
S1314,17.582626633874277, femle ,2.3,6.7553005138066435,-4.570784144,No,75.35260628833392,3.5675623891671187,Good,-1.373977227,Bachelor,Good,7.378132189309348,Yes,46.97852913630809,2552
S1315,25.53147617490341, femle ,4.5,2.8757490243141373,-0.595389747,No,78.44000901908348,5.284313224774079,Fair,7.950541860014686,High School, Poor ,7.213842368979812,No,103.51198737680483,7774
,15.971689545410552,femle,ten,1.2683037553493712,1.4473243674852467,Yes,75.8079749156052,,Good,-6.284031121,,,5.718631954526197,No,75.43886600524301,8691
 S1317 ,12.62628314220094, M ,ten,6.653290397612021,5.875664056022845,No,69.27013692846417,, Good ,2.6760055156875717,High School,,10.319053598592257,Yes,77.63964390915926,1756
S1318,26.097435286629047,,2.2,1.8856898961988664,1.7985070388554159, No ,,,Fair,3.9613845090159163, High School ,Poor,2.0546753151344985, No ,64.65037923483494,4731
S1319,21.914520466679065, mle ,2.8,,9.393361416611379, No ,73.63905028502603,2.1446927999975505,Good,7.473426312425854,Master,Average,4.423041360619915,Yes,62.92860246099066,1470
 S1320 ,,female,4.6,4.072066152083809,-3.818287645,No,79.99844223335606,6.3498154113370635, Fair ,5.16640291489736,,Poor,3.6400642160520675,Yes,94.85330987231964,8985
 S1321 ,18.79257365602964,MALE,,3.8085407464267598,4.567020828033822,Yes,73.74353456732258,4.164837935635141,Good,3.39310952803564,Bachelor,,13.786417983876063,Yes,70.8179672347791,3009
S1322,21.059304454169215, MALE ,,,0.9334482020700041,No,66.15168853774588,4.576131819972157,unknown,5.308464528088804,Bachelor, Good ,14.254473198970434,No,94.96594819521016,7100
S1323,22.371173776868858, M ,2.9,-3.181360631,3.7648235741225493,No,101.9831019215112,2.4896540992549654,Good,-3.731784349,Bachelor,,11.552337001459959,,69.70813658495547,4469
S1324,22.292594573970682,female,ten,4.850284712568291,3.5977789439831405, No ,97.48145344057585,7.239472441005155,Fair,5.836210223501298,Bachelor, Average ,4.06855704936036,No,82.36396636487535,9688
 S1325 ,23.18780444785095,FEMALE,ten,4.182091835035373,-1.367985648,No,73.5000425086253,7.267047455924896,Good,, High School ,Good,2.072259480365413,No,69.30000035168355,1674
S1326,17.751337493535647, male ,1.4,-1.333755409,7.461125269318205, No ,83.95940961547736,-6.745912386, Fair ,1.6637458092211244,Bachelor,Good,9.22173447873562, No ,41.334415899747334,2654
S1327,21.70995916435347,MALE,ten,0.8038812354791096,2.508993181098314,No,89.82315529284821,2.84086547335028,Fair,2.831769713204152,High School,Poor,0.3424445139310841, No ,21.722522038970176,2258
 S1328 ,29.430844342825456,  F  ,1.2,2.250231724461957,-6.568789675,Yes,96.02381344959583,,,3.8185825732239556,Master,Good,6.3829432057153666, No ,48.23042534626198,7050
 S1329 ,28.592155141433807, mle ,,-3.809475176,,,75.45780283344325,8.118652183158266,Fair,1.0364769145762565,Bachelor,Average,3.993460536113207,No,99.99310761260078,2745
 S1330 ,18.319149770760248, M ,4.717898370945755,,3.118412143560354,No,94.14754295517852,2.7,Good,,Master,Average,-1.673308357,No,52.395461097439224,3138
 S1331 ,18.711574254415694,mle,7.3,3.6723414814950814,2.730064072892023, No ,76.26170310670895,6.901698833194677,Fair,2.8747001321787065,, Average ,0.9789173327634726,Yes,99.68274202149959,2881
 S1332 ,22.024444462506004, male ,ten,6.700877504315628,7.690869846489846,No,,7.002202749177334, Fair ,1.2125473529375748,High School,Poor,7.766450452183217,No,71.560955261287,8317
S1333,18.911442990477394,male,ten,5.800144041190147,-7.108650546,No,92.37983376484776,3.4286585612567304,Good,-2.577905871,High School,Good,10.672624231682923,No,74.1953879,6972
S1334,20.88061228295809, femle ,5.8,6.435063332773517,, No ,95.55683505058863,9.228266320563568,Fair,,,Average,9.189547219780565,No,98.19341196595983,8961
S1335,20.170525761714735,mle,ten,0.11145193471890291,8.102849885767684, No ,96.2146304742296,,Poor,5.108159266192579, High School ,,5.161852396594127,Yes,99.1124010336398,6971
S1336,21.05374063639468,female,6.6,1.6441611919337926,2.650306804280289,No,75.54709837987417,3.6642056896126634,Good,1.4084167323428682,Bachelor,Poor,9.679415772468795,Yes,100.62821612194065,5141
 S1337 ,12.092714866319929,male,5.3,1.5604059196451705,5.229583595888883,,88.95417543545264,4.432173567776635,,-2.763652336,High School,Good,2.6895746848227455,No,95.46790694958293,7994
 S1338 ,19.145190540197323, F ,ten,5.914368240475232,1.6280688943743373,Yes,87.02056654814855,7.287998005340073, Good ,-0.220923621,Bachelor, Average ,3.0719676591553693,Yes,,7780
S1339,20.892415532382426, female ,4.4,2.13640066006308,4.897358810659124,No,,8.251123912197436,Fair,4.854060016724604, Master ,Good,5.681760148034333,Yes,75.42207732655653,2578
,14.447865088773067,male,4.7,0.6950674390256664,5.061575753493315,Yes,71.07302372224953,8.457538694867276, Fair ,5.74920781998951,Bachelor, Good ,,No,82.27943995584582,7780
S1341,18.430221727086092,femle,2.7,6.537305119742285,2.465659517986311,No,75.17386551982243,6.868463178772437,Fair,,High School,Average,2.9032194480038824, No ,48.5716136705644,7319
S1342,17.221934987619832,mle,2.3,1.1893037266420683,1.1750286829209315,No,,0.391388902041788,Fair,3.6762177432626713,High School,Average,0.6118835506940212,,54.15811660673547,6829
 S1343 ,12.667772508299517,Other,3.5,4.732092809516638,-4.561254027,No,84.58354803918232,15.750825398069539,Fair,-2.746943088, High School , Good ,14.198281586859949,No,83.69949539958426,5558
,10.394181069624542,,ten,4.794187427807187,2.295641479312767,No,76.7776051254493,6.092561413821071, Fair ,5.631323971060264,High School, Poor ,9.776490774942904,Yes,80.1915045607664,8892
S1345,21.42001335216087,mle,2.8,4.5777636485143285,2.050967896115718,No,,8.725699551422547,unknown,4.345483013377843,Bachelor,Poor,2.2790230588960427,No,74.85679821407827,7449
S1346,20.33327125261893, male ,ten,4.269043295143172,-4.308565173,,90.95666482126907,6.294037530804961,Poor,0.6871799079764305,High School,Good,1.654773669067841, Yes ,77.60502526058775,1321
S1347,21.0962697073559,Other,4.9,6.720726734323217,-1.19667878,No,97.50970941792676,10.153272052757078,Fair,-0.481759416,Master,Average,2.1407301364765434,,76.4922922930593,3902
S1348,26.73350962345264,female,3.6,3.917648161806904,5.958764824015769,,97.92787795094087,5.356484930656459,Poor,6.390093520717054,Bachelor,Average,1.3592660483276013,No,69.96932417657428,4942
S1349,26.625119258247704,,2.1184337024335096,-6.506329549,2.7372874957371742,,88.16821076488439,,Poor,3.7259069592910743,Bachelor,Average,,No,502.8246919118248,4423
 S1350 ,17.3349611487485, M ,1.8,2.4895258171855037,1.6883157517037755,No,73.04421639636944,8.104971265237806,Good,3.7004777049236197,High School,Average,, No ,52.76454485335753,2508
S1351,15.967093717342408,FEMALE,ten,2.828083978860654,0.7057826269649475,No,,3.298307361490581, Good ,3.985039695416062, High School , Good ,1.65986287334497,No,73.97771917623402,9077
S1352,13.516216270131075,mle,2.4,0.7050071484328679,8.694471105327207,No,79.97747585984258,7.485086190607625,Good,6.097174646738582,Bachelor, Good ,7.601351929530953, Yes ,50.331462196136236,2799
 S1353 ,21.619778320948313,female,0.7,4.430667036503496,-1.184976131,,91.70096635221591,8.938655342187337,Fair,-0.173310819,High School,Good,9.3081237138922, No ,46.121674420929544,2932
S1354,19.193602874043666,male,-9.025736001,9.555947877316724,6.695513401034364,No,100.267641636679,ten,unknown,3.7770688478366052, High School ,,0.8049758449058562, No ,45.96458064243243,1561
 S1355 ,21.150139370386775,mle,ten,1.9146134004127315,1.9153672066837806,Yes,89.44145518126201,,Good,,High School, Average ,8.632025911188856,No,82.55975984180888,2372
,17.4860315950192,mle,5.8,1.7647364330645232,-0.200381783,Yes,76.61515549935703,7.531532389134122,Good,5.159402972383147,, Average ,12.502626981061638, No ,,4858
S1357,21.62983658195705, MALE ,ten,-1.541823822,3.5149953205928757, No ,75.37120363400905,4.489489340921277,Fair,-1.142945765, Bachelor ,Average,0.9061104421450462,No,80.58943074632926,9438
 S1358 ,14.975417668149209,female,,,9.365787588368514, No ,99.12826519856225,7.67242523730483,Good,9.704615136124358,High School,Average,3.7165612688559406,No,54.98043395983835,4371
,,MALE,6.3,-1.256569772,-0.481355783, No ,81.86999997248773,7.955251997677678, Good ,7.624561020552116,Bachelor,Good,-0.321471404,Yes,100.6392274298477,7323
 S1360 ,21.237450493991467, female ,5.3,4.303026350083828,0.35333939705344664,Yes,88.78044644293104,2.995140266211427,Good,4.816077252535605,High School, Good ,4.086009004237065,No,,4442
S1361,, mle ,ten,0.7641726016803769,-4.404779121,No,99.26356905743013,1.2474411636748526,Poor,,Bachelor,Average,10.738506454708785, Yes ,83.33034667852773,3411
S1362,18.26198145472513,FEMALE,3.2,-1.935868516,3.2845128699776804, No ,92.32732704730786,1.7541555070245938,Fair,3.8417543034450756,,Poor,8.133059086299086,No,,9796
S1363,17.790587145720334,mle,2.1,1.2837209024746747,5.350954265898988,,92.02095198079647,4.119717269050675,Fair,5.560139683477991,Master,Poor,3.0280648242460835,No,54.887482937609036,4121
S1364,23.864891759468627, MALE ,2.9,2.906195111523959,1.1366481711940004,No,85.88025238722848,5.616537858656438, Fair ,-1.285077625,High School,Average,0.3502536358351822,No,46.14477482695768,2625
S1365,,FEMALE,5.1,3.1611210987729463,-9.915100397, Yes ,79.1415222793535,3.5197324637354885,Good,-3.692679898,, Poor ,1.4241661291134922,No,80.02566174250262,4908
S1366,27.348862884312194,mle,6.3,1.823476021048228,1.0228491085225135,No,95.30889514829073,11.234142266059107,Poor,-5.814676948,High School,,9.99494483221197,Yes,97.68797314885157,3694
 S1367 ,11.433405902495732,mle,5.8,,1.5854056057516126,No,86.21944432007047,9.448684593357287, Poor ,,Bachelor,Good,,No,96.67882356290119,2238
S1368,19.68012530930091, female ,-0.266760706,3.774214974493985,1.2876195517848954,Yes,84.00696173941826,ten, Fair ,4.8352530090096355,Bachelor, Good ,8.164259367086169,No,75.8218777625297,9732
S1369,23.01813086580572, F ,1.8,2.315908718257788,6.966924535434236, Yes ,94.22186467663259,8.191574835039711,Poor,6.049889154778601, Bachelor ,Average,3.4606586581751415,No,66.50870337572033,4131
 S1370 ,24.39067744325214,mle,3.7,3.4486636539298168,,,87.77642617708929,4.254909924193074,,1.1414388855042543,High School,Average,7.412267992696524,Yes,56.90644129139841,2667
S1371,22.648094545977667, male ,0.8,,4.538397151344899,Yes,74.14306730121632,,Good,2.5113512786298644,Bachelor,Average,6.962757281568978, No ,36.9639553881508,2767
S1372,18.05788473895363, FEMALE ,ten,0.9540793365277511,,No,79.09242680727581,,Fair,7.493140145485432,High School,Good,5.810748991765232,No,64.63384494093022,8657
,28.42979526011059,male,,0.9776402920431835,5.143001769584966, No ,73.2698674058727,6.5073888225367895,,4.626630229177392,Bachelor,Good,7.704352360257009,Yes,70.7926029072962,4446
 S1374 ,15.110497177212448,MALE,2.8,5.204029676421246,2.1397766437741446, Yes ,79.10132095088372,7.071662334237364,Fair,3.5973951738092063, High School , Good ,,No,59.937254312888975,4128
 S1375 ,24.437402062614247,male,1.1,2.921886235458278,10.077618100046784,Yes,95.81000303117375,5.011135253963394,,4.264990969167051, Bachelor ,Average,4.482460795776635,Yes,47.07908141361709,5213
,18.01188185123435,femle,ten,2.2587280777894714,7.531205200902799,No,77.99880188906096,4.2125206695306066,Poor,7.789526830714533,,Good,8.600970491353086,No,66.7222759500099,5368
S1377,18.37533706508908, F ,ten,0.11713813328436284,5.569018147803681,No,92.39863355496409,9.147625677156988,Good,3.094760358703697,High School,,-0.993806243,Yes,68.15737251696498,4105
S1378,17.92126381488851,,1.7,-2.51346379,7.333657593726372,No,,8.913010696882152,Good,7.242988956602983,Bachelor, Good ,-0.429988853, No ,,6795
 S1379 ,21.71865137585169, MALE ,0,6.651214431296253,-1.106166305,No,81.93524755183878,8.68678225648296,Good,7.201128459539829,High School,Average,3.555756437105237,No,35.70330114989385,7483
S1380,22.964866106241317,MALE,ten,,4.505688113990443,No,73.76792560564978,7.78512416321686,Good,-1.38744709,Bachelor,Average,6.607267099080471,No,66.32660341505465,1303
S1381,23.52463202296755,female,6.2,4.159915836571353,3.564584202333546,No,84.08860848847512,4.980993082074777,Poor,7.0536900225499695,Bachelor,Good,12.848647962591727,No,97.79448274419882,9974
S1382,18.020994331189144, M ,ten,0.6418071443384439,4.845895559203969,Yes,86.13160870712514,2.81833425488683,Good,-0.558575739, Bachelor ,Average,3.443584089812061,No,98.67165612346851,3246
S1383,,mle,2.8,4.172015976842917,2.664727503878327,,90.11577093815994,,unknown,4.452032184253133, High School , Poor ,7.618103077434278,Yes,71.61269536562766,2594
 S1384 ,18.671013004004248,,,0.7502591613915763,5.088294738707216,No,92.27504024097232,4.8627098795994765, Good ,,High School,Poor,5.101922462310068,No,59.63083030235492,5470
S1385,25.700129220800903,male,4.2,5.437382281197801,0.09146808668311834,No,79.14818332920879,5.254640450571213,Poor,3.1140352997770404,Bachelor,Poor,, No ,62.287388928415744,7814
,19.659939020252015,femle,2,2.649152235192995,7.389111883259556,No,94.22650849441567,5.753384943338679,unknown,-0.381932246,High School, Poor ,3.4097037716440104, No ,44.83878062298235,2197
S1387,24.187864197741476, M ,ten,1.565164766997243,4.478702109888266,No,89.14413502312784,10.86482329289784,Good,,Bachelor, Poor ,9.849265566611095,,81.31607753861846,8002
S1388,20.17110263374781, MALE ,4.6,4.486453604591219,2.5651686406987766,No,89.19633673467376,11.320073571938078, Good ,,High School,Average,1.904367819515529,Yes,75.38761856946668,7606
S1389,19.60196430422613,male,5.3,,2.19415999034901,No,83.57223596987497,3.974884476261884,Poor,5.211304180988738,High School,Average,7.809705802595672,No,394.9173853816057,2627
S1390,20.30978089209271,femle,3.3,-4.216263808,1.7696275074790142, Yes ,83.89428197777814,9.463574973764773,Good,0.46268081818184625, High School ,,10.021623889426555,No,,4894
 S1391 ,17.585030462796656,,3.2,,-5.30460722,Yes,85.88496806476931,4.353915758613612,unknown,-0.710490085,, Average ,-5.626254217, No ,68.00950786381588,9957
S1392,24.2731082160214, F ,,10.345847308025647,6.101001748003713,No,93.43012440662386,10.302701145031474,Good,-0.484974674,High School,Poor,4.82052744877476,No,40.1364164878722,6739
S1393,23.20659610614882,male,ten,8.332969676590576,4.7643589749915405,No,65.54993358308525,8.762320567847206, Fair ,5.198394257588685,Bachelor,Average,3.9405641971915157,No,52.272137089093626,1492
S1394,24.437935824517353,female,3.2,-1.911783519,,No,79.08974230336663,8.304639256577847,Good,3.107109223797429,Bachelor,Good,11.314956069758493,,94.20806859469265,9441
 S1395 ,,,4.1,7.23243908561397,3.913970187395921,,87.73245978616406,,Fair,2.247020000600607,,Good,10.021837933976848,No,79.78287988437295,8512
S1396,25.91620007354311,mle,ten,3.121828760777333,1.7421852817962944,Yes,84.48650656292116,7.02239637313644, Fair ,7.490696025316914, Master ,Average,-4.158300611,No,94.76960393883306,2469
S1397,,FEMALE,2.3,5.5369518350660565,3.44968744766738, Yes ,94.61513023156795,8.442707996657777,unknown,2.494093957084269, Bachelor ,Good,14.697540221730023,Yes,72.0231806641363,3512
S1398,23.301959282469213,MALE,5.7,-0.53754658,-0.530680917,No,74.45200223728193,7.557406685541293,Good,-0.826253182,Master,Good,,Yes,343.03434950332075,1369
S1399,13.930704402268498,,ten,4.22326356052135,-3.933123451,No,78.36312823416122,8.276815757500462,Poor,1.578770041600645,Bachelor, Good ,0.3402418051489695, Yes ,59.18642498517704,6113
S1400,20.225505068180066, M ,3.5,,-2.947148781,No,81.90800656755738,6.2025198334444465,Fair,-0.306666962,Bachelor,Good,3.2107361221142776, No ,299.27262484522294,1162
S1401,,male,2.4,0.9751759721984992,-1.570695367,No,81.5929012942263,6.83011576026145,Good,4.694706049253572,, Good ,10.426567053424257,Yes,46.30447382137161,7749
 S1402 ,21.78774717959253,,0,4.447021047879154,-2.560720479,,81.87599477329191,3.663860406886404,Good,,High School, Good ,10.357413148551391,Yes,46.82445369819452,5173
,17.141733136757274, F ,4.8,4.775096663309304,1.3677494939453037,No,98.41312406922722,9.062780897073354,Fair,-0.992230422,,Good,6.868008296806311,No,71.76992996449492,5349
S1404,26.03911488157815,,ten,0.782165122779804,9.1473454035231, Yes ,77.114454835545,3.2050837406701502,Good,,,Average,8.464955114504143,Yes,86.80419518246553,3869
 S1405 ,23.620969122694213,femle,3.1,5.421464340852259,5.987614762632985,No,,8.52294779578957,Good,5.605529465984496, High School , Good ,10.938180729157772, Yes ,65.17054848383279,2752
S1406,23.369451916293784,female,3.6,3.0308201435322775,1.7326147640248402,No,68.67532508535297,7.9871438884225,Poor,3.4496988788153535,Bachelor,Good,11.719816345756055,Yes,80.42949502960198,4972
S1407,23.74070247309814,MALE,4.3,,,No,77.36572277603975,7.34833815331524,Fair,11.706949177028266,High School,,6.29108131580363,Yes,68.01243051524123,7973
S1408,20.000714016191917,male,1.2,7.8173340449981445,-0.753812564, No ,83.83651684339303,4.177322029365254, Poor ,10.406732924467475,Bachelor,Good,-0.870393849,No,32.894427537237924,8777
S1409,,mle,2.7,1.774815975538902,6.167246032949786,No,97.31980648491266,9.047595010802064,Fair,,,Average,,No,50.47563846299127,6575
S1410,17.411856764925385,FEMALE,4.7,2.002028287813373,6.5152684923715505, No ,86.03503366968398,-8.07374741,Fair,5.338590532502467,High School, Average ,-1.582510707,No,,7701
S1411,20.579450686553873,,ten,5.284691383808727,-2.157715526,Yes,63.042707615788224,9.704118115058794,Good,-1.271750824,,Good,10.32547300305212,No,61.83922056599797,9242
S1412,17.541283190459847, femle ,3.9,0.6938176161767853,3.0886886187239355,No,68.78553272757998,6.5469651299288785,Good,0.8094697692959356,High School, Average ,9.15421097495324,No,76.45430782173992,9983
S1413,10.267510349411278,male,1.5,2.371913558818834,1.590522130024499,,82.09600287448743,0.4776832517411407, Poor ,2.645505208376343,,Average,15.178721978071493, No ,65.84561139566713,6115
S1414,18.389327871113746, female ,,3.0023238389542755,-0.93710441,No,92.63963456517867,10.3579287147011, Poor ,2.2920950521828827,Bachelor,Poor,5.185448730065868, Yes ,77.298861717667,9752
S1415,,,ten,-1.511629541,2.465980342148202,Yes,87.75449482109211,2.0649913840962966,Fair,0.37660758919230464,,Average,-0.216985426,Yes,,9094
S1416,22.79535272508621,,,6.727172704568154,0.8110732959111213,No,,-2.206657298,Fair,,, Average ,9.663247033549148, No ,52.21531571948379,4523
,16.844397837723964,female,11.793208015620799,8.02953303116855,6.085723496637945,No,,5.2, Fair ,,, Average ,5.771386839314125,Yes,100.0099180343578,9833
S1418,24.686875550956763,FEMALE,2.4,1.581521839338224,5.476093740968383,No,78.27931434163175,5.302015099708798, Good ,,, Average ,0.8282434879241309,Yes,54.27847223458999,5228
,21.89314169747893, M ,,9.460246204470348,6.958668465673117,No,94.86876287976423,5.4201258055917165,Good,1.3934683479672776,Master,Good,6.876753015103848, No ,54.95441566863219,6999
 S1420 ,14.244079206068328,,3.8,0.5943554783932656,3.1869047697432373,Yes,69.3051428341209,8.7581049244219, Fair ,6.903294693803864,Master,Good,5.653774498679187,No,74.37900890900573,6623
S1421,17.45131718932137,femle,5.2,1.5243898419304176,1.1225611122243486,No,81.22176159382606,-3.957848503,,0.9302298624715242,, Poor ,6.8847013135411705, Yes ,89.36023433581192,2325
S1422,22.612480571566348,FEMALE,2,4.590308266005319,4.024571041372913,No,,-2.4214001,Fair,3.59506763388857,High School,Good,4.488619311009078,Yes,23.817399931268305,3882
